Hospital Name,Address,City,Phone,Pincode,State
Balaji Hospital,"Bye Pass Chowk,Nagar Road",Pune,9123456789,411014,Maharashtra
Balaji Hospital,"Golden Nest Phas 5 Mira Road,Bhayandar Thane.",Thane,9123456789,401105,Maharashtra
Balaji Hospital ( A Unit Of Shri Vhmrc Pvt Ltd),"Opp. Vidya Vikas School, Subhanpura.",Baroda,9123456789,390023,Gujarat
Balaji Maternity & Nursing Home,"A 7/28,Hiramoti Complexshivaji Nagar, Wagle Estate",Thane,9123456789,400604,Maharashtra
Balaji Nursing Home,"Dommasandra Bus Stop,",Bangalore,9123456789,562125,Karnataka
Balaji Nursing Home,"T.B. Road,Kadur.",Chickmangalur,9123456789,577548,Karnataka
Balaji Speciality Hospital,"1St Floor, Jalaram Commercial Centre,Sakivihar Road,Sakinaka,",Mumbai,9123456789,400072,Maharashtra
Balaji Surya Hospital,"#129,Pollachi Road,Dharapuram",Erode,9123456789,638656,Tamilnadu
Balakrishna Eye Hospital & Eye Research Centre,"11, Sastri First Cross Street, Chennai, Tamilnadu",Chennai,9123456789,600015,Tamilnadu
Balanku Hospital,"Near Basavana Bhavi Chowk, Basavanagara, Raichur-584102",Raichur,9123456789,584102,Karnataka
Baldwa Hospital,"Sumer Nagar, S.V. Road, Borivali West",Mumbai,9123456789,400092,Maharashtra
Bali Nursing Home,"D.B.Gupta Road, Karol Bagh",Delhi,9123456789,110005,Delhi
Ballabgarh Nursing Home,"64,65-Mukesh Colony Ballabgarn",Faridabad,9123456789,121004,Haryana
Banarasidas Chandiwala Institute Of Medical Sciences,"Chndiwala Estate, Maa Anandmai Marg Kalkaji, New Delhi",Delhi,9123456789,110019,Delhi
Banashankari Hospital Pvt Ltd,"Chitguppipark, Pinto Road,Hubli Dharkiad",Hubli,9123456789,580020,Karnataka
Bangalore Baptist Hospital,"Bellary Road, Hebbal, Bangalore-560024, Opp University Of Agricultural Sciences (Near Hebbal Flyower)",Bangalore,9123456789,560024,Karnataka
Bangalore Eye Hospital & Retina Centre,"4C,426 4Th Cross, 2Nd Block,Kalyannagar.",Bangalore,9123456789,560043,Karnataka
Bangalore Nethralaya Super Speciality Eye Hospital,"#946,21St Main, Near Bda Complex,Banashankari ,2Nd Stage",Bangalore,9123456789,560070,Karnataka
Bangur Medicare Research Institute,"No.8A,Diamond Harbour Road,24 Parganas(S),3A Bus Stand-Thakurpukur,",Kolkata,9123456789,700063,West Bengal
Bani Park Hospital( Heart. Eecp & Multispecialty),"D-9, Kabir Marg, Bani Park, Jaipur",Jaipur,9123456789,302016,Rajasthan
Bankers Heart Institute,"Near Tagorenagar,Old Padra Road,Opp Suryakiran Building,",Baroda,9123456789,390015,Gujarat
Bankura Nursing Home,"Patpur,Bankura",Bankura,9123456789,722101,West Bengal
Bansal Hospital & Research Centre Pvt Ltd,"3590, Bajar Sitaram, Delhi",Delhi,9123456789,110006,Delhi
Bansal Hospital And Research Centre,"#4, Janakpuri-1St, Imli Phatak.",Jaipur,9123456789,302005,Rajasthan
Bansal Hospital(A Unit Of Namedi Hospitalpvt Ltd,"No.A-1,New Friend'S Colony,",Delhi,9123456789,110065,Delhi
Bansal Nursing Centre (A Unit Of Pahari Mata Medical (P) Ltd),"# 20, Dobson Road,Howrah-711101.",Howrah,9123456789,711101,West Bengal
Bapat Hospital,"Ahd-30, Sukhlia",Indore,9123456789,452010,Madhya Pradesh
Bappu Clinic & Nursing Home,"#46, Kalaingar Main Road,Srinivasa Nagar, Perungalatur,",Chennai,9123456789,600063,Tamilnadu
Baptist Christian Hospital,"Mission Chariali, 4 Corps Army Battalion. Tezpur",Sonitpur,9123456789,784001,Assam
Bapuji Maternity & Nursing Home,"7-44,Bapuji Nagarnacharam",Hyderabad,9123456789,500076,Andhra Pradesh
Bapuji Nursing Home,"1St Cross, Someshwar Puram,Tumkur-572102.",Tumkur,9123456789,572102,Karnataka
Baradkar Hospital & Maternity Home,"14,A-3,Meera Queen,Opp Laxmi Cars,W.E.Highway,Kashimira,Thane",Mumbai,9123456789,401107,Maharashtra
Bardia Hospital,"Paratwada, Amravati,Opp. S.T. Stand.",Amravati,9123456789,444805,Maharashtra
Bareja Hospital,"Main Road, Fatehpur Billoch,Ballabgarh",Faridabad,9123456789,121004,Haryana
Bargachia Nursing Home,"Bargachis, J.B.Pur, Opp Petrol Pump.",Howrah,9123456789,711404,West Bengal
Baroda Heart & Multispeciality Hospital,"71 To 91,Capital Business Centre,Upper Ground Floor,Wing B,Panchbatti Oppcentral Bank Of India,Station Road,",Bharuch,9123456789,392001,Gujarat
Baroda Heart Institute And Research Centre,"44, Haribhakti Colony, Race Course,Vadodara",Baroda,9123456789,390007,Gujarat
Barrackpore Medicare & Recovery Centre Ltd,"No.6/6,B.T.Road,Talpukur,Titagarh,24-Parganas(North)",Titagarh,9123456789,700123,West Bengal
Barsa Nursing Home,"By Pass Square, Pattamundai",Kendrapada,9123456789,754215,Orissa
Barthakur Clinic Pvt Ltd,Karghuli Road Kharghuli,Guwahati,9123456789,781028,Assam
Basant Sahney Hospitals.,"#253,Nehru Nagar,Road No.11,West Marredpally,K.Konda Reddy Street,Secunderabad,",Secunderabad,9123456789,500026,Andhra Pradesh
Basappa Memorial Hospital,"22-B, Vinobha Road, Mysore-570012",Mysore,9123456789,570012,Karnataka
Basappa Multispeciality Hospital,"Basapa Hospital Building,Turuvanur Road,",Chitradurga,9123456789,577501,Karnataka
Basavanagudi E.N.T. Care Centre,"44/1, H.B. Samaja Road, Basavanagudi",Bangalore,9123456789,560004,Karnataka
Basavangudi Medical Centre,"84/1, R.V. Road, Basavanagudi,Bangalore-560004.",Bangalore,9123456789,560004,Karnataka
Basavatarakam Indo American Cancer Hospital & Research Institute,"Road No 14, Banjara Hills, Hyderabad-500034",Hyderabad,9123456789,500034,Andhra Pradesh
Bassi Nursing Home Pvt Ltd,"B-970,Nea Dhubighat,Rajpura Road",Ludhiana,9123456789,141001,Punjab
Batalia Eye Hosptial,"Dr. Batalia Road, Near Clock Tower",Jabalpur,9123456789,482001,Madhya Pradesh
Batra Hospital,"1 ,Tughkalabad Institutional Am.B Road",Delhi,9123456789,110062,Delhi
Batra Hospital,"112-116,Chaturbhai Park Sangam Warasia Ring Road",Baroda,9123456789,390006,Gujarat
Batra Hospital,"#17, Zone-1, Mp Nagar",Bhopal,9123456789,462011,Madhya Pradesh
Bavishi Eye Hospital,"# 1, Tapovan Society, S.N. Road, Ahmedabad-380015",Ahmedabad,9123456789,380015,Gujarat
Bavishi Hospital,"Opp Manjulal Municipal Garden,Near Adani Cng Pvmp Station",Ahmedabad,9123456789,380007,Gujarat
Bawa Hospital Pvt Ltd,"Near Old Dandi Swami Mandir, Civil Lines",Ludhiana,9123456789,141001,Punjab
Bay View Clinic,"3/3A, M. Parmanand Road,Mumbai-400004,",Mumbai,9123456789,400004,Maharashtra
Bbc Heart Care Pruthi Hospital,"301, Lajpat Nagar, Jalandhar.Punjab.",Jallandhar,9123456789,144001,Punjab
Be Well Hospitals Pvt Ltd,"No. 15, Lawspet, Green Garden, Ecr, Pondicherry, Shenbaga Motors (Maruthi Show Room)",Pondicherry,9123456789,605008,Tamilnadu
Beams Hospitals Privated Limited,"640, 12Th Main, 80 Ft Road, 4Th Block, Koramangala, Bengaluru-560034",Bangalore,9123456789,560034,Karnataka
Beams Hospitals Pvt Ltd-Amritsar,"29-B, Race Course Road, Amritsar, Punjab-143001",Amritsar,9123456789,143001,Punjab
Beams Hospitals Pvt Ltd. Hyderabad,"Plot No. 99, Road No-1, Jublee Hills, Hyderabad-500033",Hyderabad,9123456789,500033,Andhra Pradesh
Beas Hospital,"The Mall,Dhalpurdhacpur",Kullu,9123456789,175101,Himachal Pradesh
Behera Nursing Home,"National Highway # 6, Bargarh, Infront Of R.T.O",Bargarh,9123456789,768028,Orissa
Behl Hospital,"B-128, Naraina Viahar",Delhi,9123456789,110028,Delhi
Bejan Singh Eye Hospital Pvt Ltd,"No.2/1,313C,M.S.Road,Vettoornimadam,Nagercoil,",Kanyakumari,9123456789,629003,Tamilnadu
Belaku Eye Hospitals Pvt Ltd,"#769, 1St Cross, Ring Road, Kengeri Upanagar, Bangalore-560060Kengeri Upanagara",Kengeri Upanagara,9123456789,560060,Karnataka
Belgaum Cancer Hospital Pvt Ltd,"#9666A-2/D,Ashok Nagar, Belgaum-590010",Belgaum,9123456789,590010,Karnataka
Belgaum Children'S Hospital Pvt Ltd,"1St Floor,Samsukha Complex,Khade Bazar",Belgaum,9123456789,590001,Karnataka
Belle Vue Nursing Home,"Sejal, 1St Floor, New Link Road Off Veera Desai Road Andheriroad, Versova, Andheri(W)",Mumbai,9123456789,400058,Maharashtra
Belle Vue'S Cambridge Hospital,"18/17, Cambridge Road, Ulsoor, Bangalore-560008",Bangalore,9123456789,560008,Karnataka
Bellona Nursing Home And Diagnostic Centre Private Limited,"51 A, Diamond, Harbour Road, Mominpur Crossing.",Kolkata,9123456789,700027,West Bengal
Belokar Hospital,Vijay Colony Rukhmini Nagar,Amravati,9123456789,444606,Maharashtra
Bembde Hospital,"14, Beed By Pass Road, Near Shahanoorwadi Rly Crossing, Satara Parisar, Aurangabad, Maharashtra",Aurangabad,9123456789,431005,Maharashtra
Benaka Health Centre,"Lhh Road,Near Jyothi Takies,Mangalore-575003",Ujjire,9123456789,574240,Karnataka
Bendre Hospital And Maternity Home,"7375,Deshmukhwadi,Sarjapura",Ahmednagar,9123456789,414001,Maharashtra
Bensups Hospital,"Bensups Avenue,Sector-12, Dwarka Metro Station",New Delhi,9123456789,110075,Delhi
Benuban Health Care & Diagnostic Centre,"Bultikuri,Near Japani Gate Esi Hospital",Howrah,9123456789,711113,West Bengal
Benzer Nursing Home,"2Nd Cross Road,Lokhandwala Complex,Andheri West",Mumbai,9123456789,400053,Maharashtra
Beri Maternity Centre,"G.T.Road Putlighar,Amritsarganga",Amritsar,9123456789,143001,Punjab
Bethany Hospital,"Next To Glaxo,Opp. Ma Niketan,",Mumbai,9123456789,400610,Maharashtra
Bethel Hospital (P) Ltd,"# 223, Dr. Rajendra Prasad Road.",Coimbatore,9123456789,641012,Tamilnadu
Better Health Pvt Ltd,"Pallav J.M. Desai Memorial Hospital, Maninagar East.",Ahmedabad,9123456789,380008,Gujarat
Better Sight & Research Centre,"Sector 7,B/29-004,Shantivagar,Mira Road East,Thane",Mumbai,9123456789,401107,Maharashtra
Bgm Hospital,"1/249,New Nathan Road,Iyyer Bungalow",Madurai,9123456789,625014,Tamilnadu
Bgs Global Hospital,"#67,Uttarahalli Road,Kengeri",Bangalore,9123456789,560060,Karnataka
Bhadra Nursing Home,Gandhinagar,Bhadravathi,9123456789,577301,Karnataka
Bhagat Chandra Hospital (A Unit Of Bhagat Hospitals (P) Ltd.),"Rz-F1/1, Mahavir Enclave, Near Dwarka Airport Flyover, New Delhi.",New Delhi,9123456789,110045,Delhi
Bhagat Hospital,"D-2/48-49, Janakpuri, New Delhi",Delhi,9123456789,110059,Delhi
Bhagat Nursing Home,Ganesh Nivas 2Nd Floorpai Nagar,Mumbai,9123456789,400092,Maharashtra
Bhagavathi Multi Speciality Hospital,"L-168, 6Th Sector, Hsr Layout, Bangalore-560102",Hsr Layout,9123456789,560102,Karnataka
Bhagawati Netralaya,Manik Chowk Chakan Tal Khed,Pune,9123456789,410501,Maharashtra
Bhagirathi Hospital,"Hanuman Bazar,Kamakshyanagar",Dhenkanal,9123456789,759018,Orissa
Bhagwan Mahaveer Cancer Hospital And Research Centre,"Jawaharlal Nehru Marg, Near Saras Dairy.",Jaipur,9123456789,302017,Rajasthan
Bhagwan Mahaveer Darshan Eye Hospital,"Opp. K.R. Mills, Mysore Bangalore Road, Siddalingapura, Mysore-570003",Mysore,9123456789,570003,Karnataka
Bhagwan Mahaveer Eye Hospital,"# 142, M.S. Koil Street, Royapuram.",Chennai,9123456789,600013,Tamilnadu
Bhagwan Mahaveer Jain Heart Centre( A Unit Of Srinivasa Cardiology Centre Pvt Ltd),"#8,Millers Tank Bund Road Near Cantonment Railway Station",Bangalore,9123456789,560052,Karnataka
Bhagwan Mahaveer Jain Hospital,"No.17, Millers Road, Vasanthnagar, Bangalore-560052",Bangalore,9123456789,560052,Karnataka
Bhagwan Mahaveer Jain Netralaya,"#3, Railway Platform Road,Sheshadripuram, Policestation Opp. Roadsheshadripuram",Bangalore,9123456789,560020,Karnataka
Bhagwan Mahavir Hospital,"Sector-14, Ext., Rohini, Madhuban Chowk.",Delhi,9123456789,110085,Delhi
Bhagwat Maternity And Nursing Home,"Court Road,Sagar",Shimoga,9123456789,577401,Karnataka
Bhagwati Healthcare Pvt Ltd,"Plot # 2, Rameshwadi, Kulgaon Badlapur Road, Badlapur West",Ulhasnagar,9123456789,421503,Maharashtra
Bhagwati Hospital,"Cs/Ocf 6 , Sector 13 Rohininear Printers Apt",Delhi,9123456789,110085,Delhi
Bhagwati Urology Hospital,"Amrish Complex,4Th Floor,Gurudwara Road, Indira Marg.",Jamnagar,9123456789,361001,Gujarat
Bhagyoday Tirth Hospital,Khurai Road,Sagar,9123456789,470002,Madhya Pradesh
Bhagyojaya Hospital,Indapur Road,Baramati,9123456789,413102,Maharashtra
Bhailal Amin General Hospital,Bhailal Amin Marg Gorwabaroda,Baroda,9123456789,390003,Gujarat
Bhakti Hospital,"Pune Nagar Road,Sanaswadi Chowk",Pune,9123456789,412208,Maharashtra
Bhaktivedanta Hospital,"Sector-1, Srishti Complex, Mirthane",Mumbai,9123456789,401107,Maharashtra
Bhalerao Ent Hospital,"Ganaraj Complex,2Nd Floor,# 3,Near Mahaslkant Chowk,Akurdi",Pune,9123456789,411035,Maharashtra
Bhandari Hospital,"204, Ligh,",Jodhpur,9123456789,342008,Rajasthan
Bhandari Hospital & Research Centre,"Gf-21,22,23 Scheme # 54, Vijay Nagar",Indore,9123456789,452014,Madhya Pradesh
Bhandari Hospital & Research Centre(A Unit Of Bhandari Health Care Pvt .Ltd),"138-A, Vasundhara Colony,Gopalpura By-Pass,Tonk Road,Gopalpura By-Pass, Tonk Road,",Jaipur,9123456789,302018,Rajasthan
Bhandari Maternity & Nursing Home,"5,Dhanlaxmi Society,Sinhagad Road",Pune,9123456789,411051,Maharashtra
Bhandari Polyclinic Pvt Ltd,"#659, Napier Town,",Jabalpur,9123456789,482001,Madhya Pradesh
Bhanu Nursing Home,"69/5B, Bommanahalli, Hosur Rd,Bangalore",Bangalore,9123456789,560068,Karnataka
Bharani Paventhan Multi Speciality Hospital,"74, Sampath Nagar Erode Tamilnadu",Erode,9123456789,638011,Tamilnadu
Bharat Hospital And Research Centre,"Patrakar Colony, Near Ranital Chowk",Jabalpur,9123456789,482002,Madhya Pradesh
Bharat Surgical & Maternity Centre,"Handiaya Road, 5 No Street.",Barnala,9123456789,148101,Punjab
Bharat Vikas Parishad Hospital Research Centre,"Pratapnagar, Dada Bari.",Kota,9123456789,327008,Rajasthan
Bharath Hospital,"Azad Lane ,Thirunakkara",Kottayam,9123456789,686001,Kerala
Bharath Hospital,"# 72, I St Main Road,Nanganallur",Chennai,9123456789,600061,Tamilnadu
Bharath Hospital & Institute Of Oncolgy,"# 438, Outer Ring Road, Hebbal.",Mysore,9123456789,570017,Karnataka
Bharath Nursing Home,"# 1402, Near Vegitable Market, J.P Nagr 1St Phase, Bangalore-560078Kanakapura Main Road.",Bangalore,9123456789,560078,Karnataka
Bharath Rural Hospital & Training Centre,"Kuriapilly,Moothakunnam",Ernakulam,9123456789,683516,Kerala
Bharathi Hospital,"1/82, R.S. Road, Kadapa-516001",Kadapa,9123456789,516004,Andhra Pradesh
Bharathi Hospital,"14-24-1, Men'S Hostel Road, Maharanipet, Visakhapatnam-530002",Vizag,9123456789,530002,Andhra Pradesh
Bharathi Hospital,Dr.Bharathi Ravindranath Bajab Soaw Room,Channarayapatna,9123456789,573116,Karnataka
Bharathi Hospital,"4Th Cross,Barkline Road, K.R. Extension, 4Th Cross, Tumkur-572101",Tumkur,9123456789,572101,Karnataka
Bharathi Hospital,"# 592/2,Sri Renga Palayam,Rajapalayam",Virudhunagar,9123456789,626117,Tamilnadu
Bharathy Hospital,"#4,Nagarabhavi Main Road,Prashanth Nagar",Bangalore,9123456789,560079,Karnataka
Bharatiya Arogya Nidhi Sheth Kantilal C. Parikh General Hospital,"N.S.Road.No.13, Jupds, Mumbai, Maharashtra",Mumbai,9123456789,400049,Maharashtra
Bhardwaj Hospital,"Nh-1, Sector-29,Gautam Budh Nagar",Noida,9123456789,201301,Uttar Pradesh
Bhardwaj Nursing Home,"Beside Bus Stand,Rtc,Thorrur,",Warangal,9123456789,506163,Andhra Pradesh
Bhargava Hospital,"15/263, Civil Lines, Kanpur",Kanpur,9123456789,208001,Uttar Pradesh
Bhargava Hospital & Research Centre,"Kohli Mohalla Jhalrapatan,Jhalawar",Jhalawar,9123456789,326023,Rajasthan
Bhargava Nursing Home,"Magarpara Road,",Bilaspur,9123456789,495001,Chattisgarh
Bhargava Nursing Home,"Gopal Bhuvan, Tagore Road, Santacruz(W), Mumbai",Mumbai,9123456789,400054,Maharashtra
Bharti Eye Foundation,"1/3,East Patel Nagar,Newdelhi",Delhi,9123456789,110008,Delhi
Bhartiya Maternity & Nursing Home,"3-12-65,Raja Bazar Jinsi Road",Aurangabad,9123456789,431001,Maharashtra
Bhartiya Maternity & Nursing Home Pvt Ltd,"#27,Manjeet Nagar,Opp Akashwani Chowk Jalna Road",Aurangabad,9123456789,431001,Maharashtra
Bharucha Hospital,"Anjana Park Complex,Subhanpura Main Road",Baroda,9123456789,390023,Gujarat
Bhaskara Hospital,"Shapurnagar Main Road,Near Sai Bhavani Hospital",Hyderabad,9123456789,500055,Andhra Pradesh
Bhaskara Hospital,"Hno-C-11-13-154/1/1,Road#1,Dwarakanagar Colony,Saroornagar,Ranga Reddy",Rangareddy,9123456789,500035,Andhra Pradesh
Bhate Hospital And Maternity Home Chikodi,"#1243, Basaveshwar Circle, Chikodi, Belgaum-591201",Belgaum,9123456789,591201,Karnataka
Bhatia General Hospital,"Tukaram Javji Road, Tardeo, Mumbai, Maharashtra",Mumbai,9123456789,400007,Maharashtra
Bhatia Global Hospital & Endosurgery Institute,"307 &308, Ambica Viharpaschim Vihar",Delhi,9123456789,110087,Delhi
Bhatia Orthopaedic & Maternity Nursing Home,"# 390-Sector 7B, Faridabaddelhi",Faridabad,9123456789,121006,Haryana
Bhatiya Hospital,"'Dwarka'Deshpande Lane,Main Road,Chopda",Jalgaon,9123456789,425107,Maharashtra
Bhatti Eye Clinic,"# 22, Amar Mansion,Sion Trombay Road, Mumbai.",Mumbai,9123456789,400088,Maharashtra
Bhavana Nursing Home,Mysore Bank Road,Anekal,9123456789,562106,Karnataka
Bhavsar Surgical & Maternity Hospital,"Near Church, Panjera Pole, Above Bombay Cold Drinks Medaopp.Bank Of Baroda",Godhra,9123456789,389001,Gujarat
Bhavya Hospital,"Plot No.65,Road No.5,New Samathapuri Colony,Na",Hyderabad,9123456789,500035,Andhra Pradesh
Bhide Hospital,"# 18, Laxmi Park, Navi Pethnavi Peth, Pune-411030.",Pune,9123456789,411030,Maharashtra
Bhimavaram Hospitals Ltd,J.P. Road Bhimavaramwest Godavary,Tadepalligudam,9123456789,534204,Andhra Pradesh
Bhola Hospital,"Railway Road, Kurukshetra",Kurukshetra,9123456789,136118,Haryana
Bhola Hospital,"# 12/13, Lowther Road,Dar Bhanga Colony,Darbhanga Colony, Allahabad.",Allahabad,9123456789,211002,Uttar Pradesh
Bhopal Charitable Hospital,"Noor Mahal Road,Chowki Imambadachowki Imambaba, Bhopal-462001",Bhopal,9123456789,462001,Madhya Pradesh
Bhopal Eye Hospital,"# 29, Rajdev Colony, Barasia Road",Bhopal,9123456789,462001,Madhya Pradesh
Bhopal Heart & General Hospital,"H3 B Sector, Sonagiri",Bhopal,9123456789,462021,Madhya Pradesh
Bhubaneswar Medical Research Institute & Nursing Home,"Plot #-1,Bda District Centre,Chandrasekharpur",Bhubaneswar,9123456789,751016,Orissa
Bhupal Hospital & Research Centre,"#159, College Road, Adjacent To Ganaga Plaza.",Meerut,9123456789,250002,Uttar Pradesh
Bibi Ayesha Mili Hospital,"242, Old Mysore-Bangalore Rd,Mysore",Bangalore,9123456789,570015,Karnataka
Bibi General Hospital & Cancer Centre,"16-3-991/1/C Govt Printing Press, Marketgovt. Printing Press Road",Hyderabad,9123456789,500024,Andhra Pradesh
Bikaner Nursing Home,Pawan Puri,Bikaner,9123456789,334003,Rajasthan
Bilagi Hospital & Research Centre,Opp Nehru Stedium Main Gate,Hubli,9123456789,580020,Karnataka
Billroth Hospital Limited,"#43, Lakshmi Takis Rd,Shenay Nagarshenoy Nagar, Chennai",Chennai,9123456789,600030,Tamilnadu
Billroth Hospitals - Ra Puram,"#52, 2Nd Main Road, Raja Annamalai Puram,Raja Annamalai Puram",Chennai,9123456789,600028,Tamilnadu
Bilva Hospital,"No. 21, 22, 2Nd Main Palace Guttahalli, Bangalore-560003, Near Vinayaka Circle",Guttahalli,9123456789,560003,Karnataka
Bimal Hospital,"17/1,Near Bhuto Wali Gali",Nangloi,9123456789,110041,Delhi
Bimla Devi Hospital,"# 5, Pocket B, Ocf Mayur Vihar Phase Iiphase-11, Delhi-110091.",Delhi,9123456789,110091,Delhi
Bindu Nursing Home,"Sudarshan Nager,Chinchwad",Pune,9123456789,411033,Maharashtra
Bindubasini Nursing Home,"76, Madhusudan Banerjee Road, Birati",North24Paraganas,9123456789,700051,West Bengal
Birajdar Hospital,"Ninali Vasti Road, Solapur,Maharashtra-413001",Solapur,9123456789,413001,Maharashtra
Birati Nursing Home Pvt Ltd,"No.2,Gopal Jew Mandir Road,Birati,24 Parganas(North),",Kolkata,9123456789,700051,West Bengal
Birmole Hospital,"No.118/1,Cuf Road,Cuf Nagar,Panvel,Opp Royal Cosmo Club",Raigad,9123456789,410206,Maharashtra
Bishop Alapatt Mission Hospital,Karanchira Kattoor P.O,Cochin,9123456789,680702,Kerala
Bishop Benziger Hospital,Beach Road Kollam-691001,Kollam,9123456789,691001,Kerala
Blk Memorial Hospital,"Pusa Road,Near Rajendra Place Metro Station",Delhi,9123456789,110005,Delhi
Bobade Accident Hospital,"Bobade Accident Hospital, Baramati",Baramati,9123456789,413102,Maharashtra
Bodyline Hospitals (A Unit Of Kidneyline Healthcare Pvt Ltd),"Opp. Annapurna Hall, Near Dev Status, New Vikas Gruh Road, Paldi, Ahmedabad.",Ahmedabad,9123456789,380007,Gujarat
Bollineni Heart Centre Pvt Ltd,"#77-7-77/1,Seelam Nookaraju Complex Road,Katari Gardens,Rajahmundry",Eastgodavari,9123456789,533103,Andhra Pradesh
Bollineni Hospitals (A Unit Of Krishna Institute Of Medical Sciences Limited),"#77-7-77/1, Seelam Nookaraju Complex Katari Gardens,",Rajamundry,9123456789,533103,Andhra Pradesh
Bollineni Ramanaiah Memorial Hospital & Pvt Ltd,"Dargamitta,Nellore",Nellore,9123456789,524003,Andhra Pradesh
Bollineni Ramanaiah Memorial Hospitals Pvt. Ltd,"Dargamitta,Nellore",Nellore,9123456789,524003,Andhra Pradesh
Bombay Hospital,"Ida - Scheme ,No .94/95Ring Road ,",Indore,9123456789,452010,Madhya Pradesh
Bombay Hospital & Research Centre,"Near Saurabh Hotel,Avas Vikas Road,Near Comfort Inn Saurabh Hotel",Haldwani,9123456789,263139,Uttaranchal
Bombay Hospital & Research Centre Jabalpur,"906-Gol Bazar, Jabalpur, Madhya Pradesh, Shaheed Smarak Ground.",Jabalpur,9123456789,482002,Madhya Pradesh
Bombay Hospital And Research Centre,"#12,New Marine Lines,Mumbai",Mumbai,9123456789,400020,Maharashtra
Bommidala Cancer Institute,Peda Kakani.,Guntur,9123456789,522509,Andhra Pradesh
Bone And Joint Hospital & Research Centre Pvt Ltd,"3, Shyam Nagar, Near Radha Krishna Mandir, Pal Link Road Jodhapur (Rajasthan) India-342003",Jodhpur,9123456789,342003,Rajasthan
Bopal Eye Care Centre,"Off-Bs-22To25, B Wing, 2Nd Floor, Ahmedabad, Amrapali Mall, Bopal City Gold Theatre",Ahmedabad,9123456789,380058,Gujarat
Bopal Multispeciality Hospital Pvt Ltd,"1St First Floor,Abhinandan Complex, Opp-Inductotherm, Bopal , Ahmedabad",Ahmedabad,9123456789,380058,Gujarat
Boppana Super Speciality Hospital,"Machilipatnam Road, Poranki, Vijayawada, Andhra Pradesh.",Vijayawada,9123456789,521137,Andhra Pradesh
Bora Ent Hospital,"#2/4,Neeta Park Air Port Road,Yerwada",Pune,9123456789,411006,Maharashtra
Bora Hospital,"#589, Ganesh Peth,Dhor Galli",Pune,9123456789,411002,Maharashtra
Brahm Shakti Hospital,"U-1/78, Budh Vihar, Phase-1, Main Kanjhawala Road, Delhi-110086",Delhi,9123456789,110086,Delhi
Brahm Shakti Sanjivani Hospital,Opp:Telephe Exchangedist Jharjjar,Jhajjar,9123456789,124507,Haryana
Brahma Nursing Home,"Nadangadda, Karwar.",Karwar,9123456789,581304,Karnataka
Brahmaputra Diagnostics & Hospital Ltd,"Bordoloi Avenue,Patian Bazar, Near Circuit House & Assam Medical College, Dibrugarh-786001",Dibrugarh,9123456789,786001,Assam
Brain & Spine Hospital,"Blue Star Complex,Near Under Bridge,Income Tax,Navrangpur",Ahmedabad,9123456789,380014,Gujarat
Breach Candy Hospital,60-A Bhulabhai Desai Road,Mumbai,9123456789,400026,Maharashtra
Brij Medical Center,"Kk 54, Kavi Nagar,Ghaziabad (Up)",Ghaziabad,9123456789,201002,Uttar Pradesh
Brij Medical Centre Pvt Ltd,"# 94, E-Block, Near Panbi Police Station.",Kanpur,9123456789,208020,Uttar Pradesh
Brijlal Hospital & Research Centre Pvt Ltd,"Anandi Tower,Nainital Road",Nainital,9123456789,263139,Uttarakhand
Brijmohan Taori Memorial Hospital,"Mo-1, Silver Palace, Dhantoli,Nagpur-440012",Nagpur,9123456789,440012,Maharashtra
Bristlecone Hospitals Private Limited,"3-4-136/A,Street #6 Barkatpurbarkhatpura Branch",Hyderabad,9123456789,500027,Andhra Pradesh
Brookefield Hospital (A Unit Of Sanjeevini Healthcare),"#521, 522, Vijaylakshmi Square, Itpl Main Road, Kundalahalli, Bangalore-560037Kundalahalli",Kundalahalli,9123456789,560037,Karnataka
Brrighton Kavita Hospital,"5,Sector-29,Opp Huda Market, Faridabad , Haryana",Faridabad,9123456789,121008,Haryana
Brs Hospital Pvt.Ltd,No.28. Cathedral Garden Roadcathedral Gardens Road,Chennai,9123456789,600034,Tamilnadu
Brundavan Nursing Home,"# 24/588- Railway Station Road, Rajavari Centre.",Machlipatanam,9123456789,521001,Andhra Pradesh
Brws Hospital,"Kendua Main Road,",Garia,9123456789,700084,West Bengal
Bses Mg Hospital,"Sv Road, Andheri (W), Opp Andheri Rly Stn, Maharashtra",Mumbai,9123456789,400058,Maharashtra
Bsr Ent Nursing Home,"Sd Road,Karancentre",Hyderabad,9123456789,500003,Andhra Pradesh
Burute Hospital,"Near Rupee Co-Op Bank,Opp Pune-Nashik Highway",Bhosari,9123456789,411039,Maharashtra
Burute Hospital,"B,2-3,Laxmi Classic Poona Alandi Road, Mohanwadi Near Vishrantwadi,Yerwada",Pune,9123456789,411006,Maharashtra
C.A.Hospital,"#339/340/341/15,Deson,Kumnnumpuram,Aluva",Aluva,9123456789,683103,Kerala
C.F. Sheth Memorial Hospital,"Shalimar Complex, Station Road",Bharuch,9123456789,392001,Gujarat
C.K. Hospital,"# 41, Balasubbarayalu Streeterode",Erode,9123456789,638001,Tamilnadu
C.K.Memorial Kapoor,"3B/8A,Nit,Nh-3,Dav College Road",Faridabad,9123456789,121001,Haryana
C.R.Reddy Hospital,"13/264,Hospital Road,Gudur",Nellore,9123456789,524101,Andhra Pradesh
